type,id,date_showtime,short_title,score,announce_date,title,popularity,general_admission,listing_count,average_price,lowest_price,highest_price,median_price,state,postal_code,venue_name,venue_score,address,country,has_upcoming_venue_events,num_upcoming_events,city,venue_slug,extended_address,venue_id,capacity,display_location,sports_id,sports_short_name,sports_disp_name,sports_disp_type,division_level,sports_slug,performer_type,performer_name,has_upcoming_performances,primary,performer_score,performer_slug,home_venue_id,short_name,upcoming_events_performer,home_team,away_team,alternative,blues,classic-rock,classical,country_music,electronic,folk,hard-rock,hip-hop,indie,jazz,latin,pop,punk,rap,reggae,rnb,rock,soul,techno,event_showtime,is_a_sport,future_event_TBD,missing_price,latitude,longitude
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Escape The Fate,TRUE,1,0.52,escape-the-fate,0,Escape The Fate,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Point North,TRUE,0,0.46,point-north,0,Point North,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Stitched up Heart,TRUE,0,0.34,stitched-up-heart,0,Stitched up Heart,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Destroy Rebuild Until God Shows,TRUE,0,0.34,destroy-rebuild-until-god-shows,0,Destroy Rebuild Until God Shows,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,D.R.U.G.S.,TRUE,0,0.34,d-r-u-g-s,0,D.R.U.G.S.,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6034984,45196,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.264,45069,"Escape the Fate with D.R.U.G.S., Point North, Stitched Up Heart and GARZI",0.676,0,1,38,38,38,38,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,49,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,GARZI,TRUE,0,0.34,garzi,0,GARZI,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.04,-118.259
concert,6133968,45196,Coyote Island,0.143,45157,Coyote Island,0.602,0,4,47,36,65,40,CA,90012,Moroccan Lounge,0.51,901 E 1st St,US,TRUE,52,Los Angeles,moroccan-lounge,"Los Angeles, CA 90012",432202,300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Coyote Island,TRUE,1,0.21,coyote-island,0,Coyote Island,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:30:00,0,0,0,34.048,-118.234
concert,6025585,45196,Matt Maeson with Steinza,0.216,45064,Matt Maeson with Steinza,0.645,1,1,33,33,33,33,CA,90013,The Regent Theater,0.57,448 South Main Street,US,TRUE,50,Los Angeles,the-regent-theater,"Los Angeles, CA 90013",56365,1100,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Matt Maeson,TRUE,1,0.63,matt-maeson,0,Matt Maeson,24,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.047,-118.248
concert,6025585,45196,Matt Maeson with Steinza,0.216,45064,Matt Maeson with Steinza,0.645,1,1,33,33,33,33,CA,90013,The Regent Theater,0.57,448 South Main Street,US,TRUE,50,Los Angeles,the-regent-theater,"Los Angeles, CA 90013",56365,1100,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Steinza,TRUE,0,0.36,steinza,0,Steinza,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.047,-118.248
concert,6128652,45196,Model/Actriz,0.176,45157,Model/Actriz,0.621,0,1,42,42,42,42,CA,90026,Echoplex,0.54,1154 Glendale Boulevard,US,TRUE,78,Los Angeles,echoplex,"Los Angeles, CA 90026",1014,500,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Model/Actriz,TRUE,1,0.27,model-actriz,0,Model/Actriz,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.077,-118.261
concert,6073014,45196,The Band CAMINO,0.386,45103,The Band CAMINO,0.741,1,2,89,88,90,88,CA,90007,Shrine Expo Hall,0.68,649 W. Jefferson Street,US,TRUE,23,Los Angeles,shrine-expo-hall,"Los Angeles, CA 90007",1591,6300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,The Band CAMINO,TRUE,1,0.55,the-band-camino,0,The Band CAMINO,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.022,-118.282
theater,6126463,45196,Rick Riordan - Glendale,0.301,45157,Rick Riordan - Glendale,0.694,0,6,56,51,60,54,CA,91203,Alex Theatre,0.47,216 North Brand Boulevard,US,TRUE,24,Glendale,alex-theatre,"Glendale, CA 91203",5648,1400,"Glendale, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,theater,Rick Riordan,TRUE,1,0.3,rick-riordan,0,Rick Riordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.148,-118.254
concert,6067984,45196,Uada with Cloak and Ghost Bath,0.221,45099,Uada with Cloak and Ghost Bath,0.618,1,,,,,,CA,90036,El Rey Theatre,0.58,5515 Wilshire Boulevard,US,TRUE,34,Los Angeles,el-rey-theatre-1,"Los Angeles, CA 90036",959,771,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Uada,TRUE,1,0.19,uada,0,Uada,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,1,34.062,-118.349
concert,6067984,45196,Uada with Cloak and Ghost Bath,0.221,45099,Uada with Cloak and Ghost Bath,0.618,1,,,,,,CA,90036,El Rey Theatre,0.58,5515 Wilshire Boulevard,US,TRUE,34,Los Angeles,el-rey-theatre-1,"Los Angeles, CA 90036",959,771,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Ghost Bath,TRUE,0,0.2,ghost-bath,0,Ghost Bath,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,1,34.062,-118.349
concert,6067984,45196,Uada with Cloak and Ghost Bath,0.221,45099,Uada with Cloak and Ghost Bath,0.618,1,,,,,,CA,90036,El Rey Theatre,0.58,5515 Wilshire Boulevard,US,TRUE,34,Los Angeles,el-rey-theatre-1,"Los Angeles, CA 90036",959,771,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Cloak,TRUE,0,0.19,cloak,0,Cloak,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,1,34.062,-118.349
concert,6168596,45196,Mark Ronson,0.264,45176,Mark Ronson,0.642,0,,,,,,CA,90015,The GRAMMY Museum,0.43,800 West Olympic Boulevard,US,TRUE,10,Los Angeles,the-grammy-museum,"Los Angeles, CA 90015",1862,200,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Mark Ronson,TRUE,1,0.24,mark-ronson,0,Mark Ronson,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19:30:00,0,0,1,34.052,-118.244
concert,6057118,45196,Silversun Pickups,0.368,45091,Silversun Pickups,0.729,1,10,69,60,79,68,CA,90017,The Bellwether,0.6,333 S. Boylston St.,US,TRUE,27,Los Angeles,the-bellwether,"Los Angeles, CA 90017",521352,1500,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Silversun Pickups,TRUE,1,0.52,silversun-pickups,0,Silversun Pickups,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,20:00:00,0,0,0,34.057,-118.258
concert,6057118,45196,Silversun Pickups,0.368,45091,Silversun Pickups,0.729,1,10,69,60,79,68,CA,90017,The Bellwether,0.6,333 S. Boylston St.,US,TRUE,27,Los Angeles,the-bellwether,"Los Angeles, CA 90017",521352,1500,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Illuminati Hotties,TRUE,0,0.58,illuminati-hotties,0,Illuminati Hotties,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,20:00:00,0,0,0,34.057,-118.258
concert,6064440,45196,Japanese Breakfast,0.413,45097,Japanese Breakfast,0.753,0,22,64,17,134,35,CA,90012,Walt Disney Concert Hall,0.67,111 South Grand Avenue,US,TRUE,139,Los Angeles,walt-disney-concert-hall,"Los Angeles, CA 90012",1274,2265,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Japanese Breakfast,TRUE,1,0.63,japanese-breakfast,0,Japanese Breakfast,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00,0,0,0,34.055,-118.249
concert,6036533,45196,AJ Rafael,0.224,45072,AJ Rafael,0.618,1,2,49,38,60,38,CA,90069,The Roxy Theatre,0.57,9009 Sunset Boulevard,US,TRUE,38,Los Angeles,the-roxy-theatre-10,"Los Angeles, CA 90069",973,500,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,AJ Rafael,TRUE,1,0.33,aj-rafael,0,AJ Rafael,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00,0,0,0,34.09,-118.388
concert,6003036,45196,Jethro Tull,0.5,45035,Jethro Tull,0.802,0,13,157,47,307,125,CA,90027,The Greek Theatre - Los Angeles,0.78,2700 North Vermont Avenue,US,TRUE,19,Los Angeles,the-greek-theatre-los-angeles,"Los Angeles, CA 90027",78,5870,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Jethro Tull,TRUE,1,0.51,jethro-tull,0,Jethro Tull,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20:00:00,0,0,0,34.12,-118.297
mls,6073549,45196,Campeones Cup - Tigres UANL at Los Angeles Football Club,0.624,45104,Campeones Cup - Tigres UANL at Los Angeles Football Club,0.87,0,39,152,89,205,156,CA,90037,BMO Stadium,0.82,3939 South Figueroa St.,US,TRUE,19,Los Angeles,bmo-stadium,"Los Angeles, CA 90037",432601,22000,"Los Angeles, CA",1050100,Western,Western Conference,Conference,1,western-conference,mls,Los Angeles Football Club,TRUE,1,0.69,los-angeles-football-club,432601,LAFC,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00,1,0,0,34.012,-118.284
mls,6073549,45196,Campeones Cup - Tigres UANL at Los Angeles Football Club,0.624,45104,Campeones Cup - Tigres UANL at Los Angeles Football Club,0.87,0,39,152,89,205,156,CA,90037,BMO Stadium,0.82,3939 South Figueroa St.,US,TRUE,19,Los Angeles,bmo-stadium,"Los Angeles, CA 90037",432601,22000,"Los Angeles, CA",1050100,Western,Western Conference,Conference,1,western-conference,european_soccer,Tigres UANL,TRUE,0,0.71,tigres-uanl,0,Tigres UANL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00,1,0,0,34.012,-118.284
concert,6203140,45196,Dream,0,45196,Dream,0,0,4,70,69,72,70,CA,90028,The Fonda Theatre,0.66,6126 Hollywood Blvd.,US,TRUE,42,Los Angeles,the-fonda-theatre,"Los Angeles, CA 90028",434763,1200,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Dream,TRUE,1,0.25,dream,0,Dream,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00:00,0,0,0,34.101,-118.323
concert,6143168,45196,Jai Paul,0.329,45159,Jai Paul,0.695,0,,,,,,CA,90015,The Mayan,0.36,1038 South Hill Street,US,TRUE,1,Los Angeles,the-mayan,"Los Angeles, CA 90015",3520,1700,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Jai Paul,TRUE,1,0.66,jai-paul,0,Jai Paul,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00:00,0,0,1,34.04,-118.259
concert,6133979,45196,OXYMORRONS (18+),0.133,45157,OXYMORRONS (18+),0.587,0,2,62,61,62,61,CA,90012,Moroccan Lounge,0.51,901 E 1st St,US,TRUE,51,Los Angeles,moroccan-lounge,"Los Angeles, CA 90012",432202,300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,OXYMORRONS,TRUE,1,0.56,oxymorrons,0,OXYMORRONS,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:30:00,0,0,0,34.048,-118.234
concert,6081193,45197,Scream Tour,0.369,45110,Scream Tour,0.711,0,122,171,142,230,160,CA,90015,Peacock Theater,0.72,777 Chick Hearn Court,US,TRUE,20,Los Angeles,peacock-theater,"Los Angeles, CA 90015",259,7100,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Scream Tour,TRUE,1,0.39,scream-tour-2,0,Scream Tour,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3:30:00,0,0,0,34.052,-118.244
concert,6081193,45197,Scream Tour,0.369,45110,Scream Tour,0.711,0,122,171,142,230,160,CA,90015,Peacock Theater,0.72,777 Chick Hearn Court,US,TRUE,20,Los Angeles,peacock-theater,"Los Angeles, CA 90015",259,7100,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,That Girl Lay Lay,TRUE,0,0.4,that-girl-lay-lay,0,That Girl Lay Lay,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3:30:00,0,0,0,34.052,-118.244
ncaa_soccer,6114128,45197,Stanford Cardinal at UCLA Bruins,0.386,45149,Stanford Cardinal at UCLA Bruins,0.649,0,1,29,29,29,29,CA,90095,Wallis Annenberg Stadium,0.47,10 Charles E Young Drive North,US,TRUE,12,Los Angeles,wallis-annenberg-stadium,"Los Angeles, CA 90095",452157,2145,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,ncaa_soccer,UCLA Bruins Soccer,TRUE,1,0.37,ucla-bruins-soccer,452157,UCLA Bruins Soccer,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:00:00,0,0,0,34.072,-118.445
ncaa_soccer,6114128,45197,Stanford Cardinal at UCLA Bruins,0.386,45149,Stanford Cardinal at UCLA Bruins,0.649,0,1,29,29,29,29,CA,90095,Wallis Annenberg Stadium,0.47,10 Charles E Young Drive North,US,TRUE,12,Los Angeles,wallis-annenberg-stadium,"Los Angeles, CA 90095",452157,2145,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,ncaa_soccer,Stanford Cardinal Soccer,TRUE,0,0.36,stanford-cardinal-soccer,457456,Stanford Cardinal Soccer,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:00:00,0,0,0,34.072,-118.445
concert,6040635,45197,Gene Loves Jezebel,0.187,45077,Gene Loves Jezebel,0.595,0,4,371,43,954,195,CA,90069,Whisky a Go Go,0.47,8901 Sunset Boulevard,US,TRUE,42,West Hollywood,whisky-a-go-go-1,"West Hollywood, CA 90069",2477,500,"West Hollywood, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Gene Loves Jezebel,TRUE,1,0.54,gene-loves-jezebel,0,Gene Loves Jezebel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,18:00:00,0,0,0,34.09,-118.386
concert,6133982,45197,Daisy Guttridge,0.177,45157,Daisy Guttridge,0.588,0,5,49,35,77,40,CA,90012,Moroccan Lounge,0.51,901 E 1st St,US,TRUE,51,Los Angeles,moroccan-lounge,"Los Angeles, CA 90012",432202,300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Daisy Guttridge,TRUE,1,0.18,daisy-guttridge,0,Daisy Guttridge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:30:00,0,0,0,34.048,-118.234
concert,6134120,45197,Paul Freeman (21+),0.163,45157,Paul Freeman (21+),0.578,0,3,45,41,51,45,CA,90048,The Peppermint Club,0.42,8713 Beverly Boulevard,US,TRUE,21,West Hollywood,the-peppermint-club,"West Hollywood, CA 90048",425972,250,"West Hollywood, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Paul Freeman,TRUE,1,0.16,paul-freeman,0,Paul Freeman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.077,-118.381
concert,6166128,45197,Beth Orton,0.213,45175,Beth Orton,0.584,0,11,45,21,89,27,CA,90038,The Masonic Lodge at Hollywood Forever,0.57,6000 Santa Monica Boulevard,US,TRUE,20,Los Angeles,the-masonic-lodge-at-hollywood-forever-2,"Los Angeles, CA 90038",1377,18118,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Beth Orton,TRUE,1,0.27,beth-orton,0,Beth Orton,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19:00:00,0,0,0,34.09,-118.32
concert,6168615,45197,Model/Actriz,0.198,45176,Model/Actriz,0.599,0,6,145,43,569,64,CA,90026,Echoplex,0.54,1154 Glendale Boulevard,US,TRUE,77,Los Angeles,echoplex,"Los Angeles, CA 90026",1014,500,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Model/Actriz,TRUE,1,0.27,model-actriz,0,Model/Actriz,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:00:00,0,0,0,34.077,-118.261
concert,6027232,45197,Hot Chip,0.377,45064,Hot Chip,0.702,0,57,116,49,569,107,CA,90028,Hollywood Palladium,0.72,6215 Sunset Boulevard,US,TRUE,45,Los Angeles,hollywood-palladium,"Los Angeles, CA 90028",465,4000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Hot Chip,TRUE,1,0.64,hot-chip,0,Hot Chip,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,19:00:00,0,0,0,34.098,-118.324
concert,6035374,45197,Roosevelt,0.314,45069,Roosevelt,0.667,0,11,66,54,112,62,CA,90015,The Novo,0.7,800 W Olympic Blvd,US,TRUE,46,Los Angeles,the-novo,"Los Angeles, CA 90015",590,2300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Roosevelt,TRUE,1,0.35,roosevelt,0,Roosevelt,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19:00:00,0,0,0,34.044,-118.265
concert,6160878,45197,Laufey,0.374,45169,Laufey,0.699,0,1,848,848,848,848,CA,90015,The GRAMMY Museum,0.43,800 West Olympic Boulevard,US,TRUE,9,Los Angeles,the-grammy-museum,"Los Angeles, CA 90015",1862,200,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Laufey,TRUE,1,0.58,laufey,0,Laufey,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:30:00,0,0,0,34.052,-118.244
comedy,6161421,45197,Wait Wait... Don't Tell Me!,0.499,45169,Wait Wait... Don't Tell Me!,0.774,0,59,146,59,529,110,CA,90027,The Greek Theatre - Los Angeles,0.79,2700 North Vermont Avenue,US,TRUE,18,Los Angeles,the-greek-theatre-los-angeles,"Los Angeles, CA 90027",78,5870,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,theater_comedy,Wait Wait... Don't Tell Me!,TRUE,1,0.51,wait-wait-don-t-tell-me-2,0,Wait Wait... Don't Tell Me!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:30:00,0,0,0,34.12,-118.297
concert,6091154,45197,Gunna,0.659,45124,Gunna,0.858,0,287,411,93,11353,190,CA,90303,YouTube Theater,0.76,3883 West Century Blvd.,US,TRUE,35,Inglewood,youtube-theater,"Inglewood, CA 90303",519093,6000,"Inglewood, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Gunna,TRUE,1,0.71,gunna,0,Gunna,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20:00:00,0,0,0,33.949,-118.344
concert,6070918,45197,Hermanos Gutierrez (21+),0.316,45103,Hermanos Gutierrez (21+),0.665,0,7,291,147,607,180,CA,90068,Ford Amphitheatre,0.43,2580 Cahuenga Blvd E,US,TRUE,6,Los Angeles,ford-amphitheatre,"Los Angeles, CA 90068",2656,1200,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Hermanos Gutierrez,TRUE,1,0.53,hermanos-gutierrez,0,Hermanos Gutierrez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20:00:00,0,0,0,34.114,118.334
concert,5971361,45197,Japanese Breakfast,0.528,45003,Japanese Breakfast,0.785,0,32,114,53,289,96,CA,90012,Walt Disney Concert Hall,0.67,111 South Grand Avenue,US,TRUE,138,Los Angeles,walt-disney-concert-hall,"Los Angeles, CA 90012",1274,2265,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Japanese Breakfast,TRUE,1,0.62,japanese-breakfast,0,Japanese Breakfast,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00,0,0,0,34.055,-118.249
concert,6107800,45197,Goose,0.502,45139,Goose,0.77,0,55,178,81,362,162,CA,90010,The Wiltern,0.73,3790 Wilshire Blvd.,US,TRUE,73,Los Angeles,the-wiltern-18,"Los Angeles, CA 90010",456,4000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Goose,TRUE,1,0.57,goose,0,Goose,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,20:00:00,0,0,0,34.061,-118.309
concert,6198251,45197,Underworld,0.366,45193,Underworld,0.7,0,3,103,87,112,111,CA,90007,Shrine Expo Hall,0.68,649 W. Jefferson Street,US,TRUE,22,Los Angeles,shrine-expo-hall,"Los Angeles, CA 90007",1591,6300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Underworld,TRUE,1,0.7,underworld,0,Underworld,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,20:30:00,0,0,0,34.022,-118.282
concert,6036582,45197,Overmono,0.235,45072,Overmono,0.618,0,9,81,63,142,73,CA,90028,The Fonda Theatre,0.66,6126 Hollywood Blvd.,US,TRUE,41,Los Angeles,the-fonda-theatre,"Los Angeles, CA 90028",434763,1200,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Overmono,TRUE,1,0.69,overmono,0,Overmono,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00:00,0,0,0,34.101,-118.323
concert,6133992,45198,Sammy Rash,0.25,45157,Sammy Rash,0.601,0,2,82,50,115,50,CA,90012,Moroccan Lounge,0.51,901 E 1st St,US,TRUE,51,Los Angeles,moroccan-lounge,"Los Angeles, CA 90012",432202,300,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Sammy Rash,TRUE,1,0.24,sammy-rash,0,Sammy Rash,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:30:00,0,0,0,34.048,-118.234
concert,6018755,45198,Wolfmother,0.269,45056,Wolfmother,0.612,0,19,69,50,129,64,CA,90015,The Belasco - Los Angeles,0.6,1050 South Hill Street,US,TRUE,48,Los Angeles,the-belasco-los-angeles,"Los Angeles, CA 90015",30920,1000,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Wolfmother,TRUE,1,0.35,wolfmother,0,Wolfmother,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19:00:00,0,0,0,34.04,-118.259
concert,6050420,45198,"Ice Cube, Ashanti, Ja Rule",0.6,45084,"Ice Cube, Ashanti, Ja Rule",0.8,0,232,192,58,565,154,CA,90015,Peacock Theater,0.72,777 Chick Hearn Court,US,TRUE,20,Los Angeles,peacock-theater,"Los Angeles, CA 90015",259,7100,"Los Angeles, CA",0,Not a Sport,No Division,Not a Sport,0,not-a-sport,band,Ice Cube,TRUE,1,0.61,ice-cube,0,Ice Cube,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,19:00:00,0,0,0,34.052,-118.244
